10,00,H
10,00,A
9,30,C
9,30,H
9,00,H
9,00,E
8,30,C
8,30,H
8,00,C
8,00,H
7,30,C
7,30,I
7,00,C
7,00,H
6,30,C
6,30,H
6,00,F
6,00,J
5,30,C
5,30,H
5,00,C
5,00,H
4,30,C
4,30,I
4,00,C
4,00,H
3,30,C
3,30,H
3,00,E
3,00,H
2,30,C
2,30,H
2,00,A
2,00,H
3,00,1300
9,00,1300
12,00,350
11,00,K
11,30,H
